Run	advertising budget	aversion to NPV deviation	base external investor ask rate	bioproduct long term price	bioproduct offtake agreement	bioproduct performance advantage	bioproduct price fluctuations	bioproduct price reversion time	commercial capital cost input	commercial fixed operating cost input	commercial plant capacity	commercial plant capacity input	commercial plant startup period	commercial process yield input	commercial variable operating cost input	custom feedstock long term price change	custom feedstock maximum fluctuation magnitude	custom feedstock periodic fluctuation magnitude	custom feedstock reversion time	custom feedstock starting price	elasticity of demand	elasticity of supply	expected continuity of government policy	expected green premium	feedstock approval maximum cost	feedstock approval maximum time	feedstock approval required switch	government capital cost share	government operating cost share	government operating grant period	government production incentive	government research cost share	incumbent long term price trend	incumbent market share target economic	incumbent maximum fluctuation	incumbent price response magnitude	incumbent reversion time	incumbent starting price	initial market size	investor optimism	long term market size	market growth rate	pathway approval maximum cost	pathway approval maximum time	pathway approval required switch	payback period multiplier	product approval maximum cost	product approval maximum time	product approval required switch	random stream	regulatory process starting point	required internal return	required return multiplier	retrofit delay	stagegate length	strategic value to external investors	target demo hours	target pilot hours
3397	425000	0.12	10.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.05	0.55215	453.6678	0	0.64125	3.85	0.85	77	0.85	1.1	0.6	0	1600000	3	1.6	0.85	0.425	2.025	0	0.55	0.16	0.44	0.08	0.17	0.135	2160	850000	0.6	40500	0.011	6e+05	6.75	0.6	0.85	850000	4.25	1.6	7	1.0125	0.068	0.85	0.3	0.85	0	6750	4800
3398	425000	0.12	10.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.05	0.55215	453.6678	0	0.64125	3.85	0.85	77	0.85	1.1	0.85	0	1600000	3	1.6	0.85	0.425	2.025	0	0.55	0.16	0.44	0.08	0.17	0.135	2160	850000	0.6	40500	0.011	6e+05	6.75	0.6	0.85	850000	4.25	1.6	7	1.0125	0.068	0.85	0.3	0.85	0	6750	4800
3399	425000	0.12	10.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.05	0.55215	453.6678	0	0.64125	3.85	0.85	77	0.85	1.1	0.85	0	1600000	3	1.6	0.85	0.425	2.025	0	0.55	0.16	0.44	0.08	0.17	0.135	2160	850000	0.6	40500	0.011	6e+05	6.75	0.6	0.85	850000	4.25	1.6	7	1.0125	0.068	0.85	0.3	0.85	0	5500	4800
3400	425000	0.12	10.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.05	0.55215	453.6678	0	0.64125	3.85	0.85	77	0.85	1.1	0.85	0	1600000	3	1.6	0.85	0.425	2.025	0	0.55	0.16	0.44	0.08	0.17	0.135	2160	850000	0.6	40500	0.011	6e+05	6.75	0.6	0.85	850000	4.25	1.6	7	1.0125	0.068	0.6	0.3	0.85	0	5500	4800
3401	425000	0.12	10.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.05	0.55215	453.6678	0	0.64125	3.85	0.85	77	0.85	1.1	0.85	0	1600000	3	1.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	850000	0.6	40500	0.011	6e+05	6.75	0.6	0.85	850000	4.25	1.6	7	1.0125	0.068	0.6	0.3	0.85	0	5500	4800
3402	425000	0.12	10.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.05	0.55215	453.6678	0	0.64125	3.85	0.85	77	0.85	1.1	0.85	0	1600000	3	1.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	850000	0.6	40500	0.011	6e+05	6.75	0.6	0.85	850000	4.25	1.6	7	1.0125	0.068	0.6	0.3	0.85	0	5500	4800
3403	425000	0.12	10.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.05	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	0.85	1.1	0.85	0	1600000	3	1.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	850000	0.6	40500	0.011	6e+05	6.75	0.6	0.85	850000	4.25	1.6	7	1.0125	0.068	0.6	0.3	0.85	0	5500	4800
3404	425000	0.12	8.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.05	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	0.85	1.1	0.85	0	1600000	3	1.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	850000	0.6	40500	0.011	6e+05	6.75	0.6	0.85	850000	4.25	1.6	7	1.0125	0.068	0.6	0.3	0.85	0	5500	4800
3405	425000	0.12	8.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.05	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	1.1	1.1	0.85	0	1600000	3	1.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	850000	0.6	40500	0.011	6e+05	6.75	0.6	0.85	850000	4.25	1.6	7	1.0125	0.068	0.6	0.3	0.85	0	5500	4800
3406	425000	0.12	8.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.05	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	1.1	1.1	0.85	0	1600000	3	1.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.6	40500	0.011	6e+05	6.75	0.6	0.85	850000	4.25	1.6	7	1.0125	0.068	0.6	0.3	0.85	0	5500	4800
3407	425000	0.12	8.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.8	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	1.1	1.1	0.85	0	1600000	3	1.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.6	40500	0.011	6e+05	6.75	0.6	0.85	850000	4.25	1.6	7	1.0125	0.068	0.6	0.3	0.85	0	5500	4800
3408	425000	0.12	8.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.8	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	1.1	1.1	0.85	0	1350000	3	1.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.6	40500	0.011	6e+05	6.75	0.6	0.85	850000	4.25	1.6	7	1.0125	0.068	0.6	0.3	0.85	0	5500	4800
3409	425000	0.12	8.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.8	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	1.1	1.1	0.85	0	1350000	3	0.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.6	40500	0.011	6e+05	6.75	0.6	0.85	850000	4.25	1.6	7	1.0125	0.068	0.6	0.3	0.85	0	5500	4800
3410	425000	0.12	8.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.8	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	1.1	1.1	0.85	0	1350000	3	0.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.6	40500	0.011	6e+05	6.75	0.6	0.85	850000	4.25	1.6	7	1.0125	0.068	0.6	0.3	1.1	0	5500	4800
3411	425000	0.12	8.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.8	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	1.1	1.1	0.85	0	1350000	3	0.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.6	40500	0.011	6e+05	6.75	0.6	0.6	850000	4.25	1.6	7	1.0125	0.068	0.6	0.3	1.1	0	5500	4800
3412	550000	0.12	8.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.8	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	1.1	1.1	0.85	0	1350000	3	0.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.6	40500	0.011	6e+05	6.75	0.6	0.6	850000	4.25	1.6	7	1.0125	0.068	0.6	0.3	1.1	0	5500	4800
3413	550000	0.12	8.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.8	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	1.1	1.1	0.85	0	1350000	3	0.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.6	40500	0.011	850000	6.75	0.6	0.6	850000	4.25	1.6	7	1.0125	0.068	0.6	0.3	1.1	0	5500	4800
3414	550000	0.12	8.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.8	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	1.1	1.1	0.85	0	1350000	4.25	0.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.6	40500	0.011	850000	6.75	0.6	0.6	850000	4.25	1.6	7	1.0125	0.068	0.6	0.3	1.1	0	5500	4800
3415	550000	0.12	8.8	6750	0.675	0.85	0	1.1	1065373000	43200000	438288	803528	4.8	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	1.1	1.1	0.85	0	1350000	4.25	0.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.6	40500	0.011	850000	6.75	0.6	0.6	850000	4.25	1.6	7	1.0125	0.068	0.6	0.425	1.1	0	5500	4800
3416	550000	0.12	8.8	6750	0.675	0.85	0	1.1	1065373000	43200000	620908	803528	4.8	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	1.1	1.1	0.85	0	1350000	4.25	0.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.6	40500	0.011	850000	6.75	0.6	0.6	850000	4.25	1.6	7	1.0125	0.068	0.6	0.425	1.1	0	5500	4800
3417	550000	0.12	8.8	6750	0.675	0.85	0	1.1	1065373000	36450000	620908	803528	4.8	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	1.1	1.1	0.85	0	1350000	4.25	0.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.6	40500	0.011	850000	6.75	0.6	0.6	850000	4.25	1.6	7	1.0125	0.068	0.6	0.425	1.1	0	5500	4800
3418	550000	0.12	8.8	6750	0.675	1.1	0	1.1	1065373000	36450000	620908	803528	4.8	0.55215	453.6678	0	0.64125	3.85	0.85	59.5	1.1	1.1	0.85	0	1350000	4.25	0.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.6	40500	0.011	850000	6.75	0.6	0.6	850000	4.25	1.6	7	1.0125	0.068	0.6	0.425	1.1	0	5500	4800
3419	550000	0.12	8.8	6750	0.675	1.1	0	1.1	1065373000	36450000	620908	803528	4.8	0.55215	453.6678	0	0.5225	3.85	0.85	59.5	1.1	1.1	0.85	0	1350000	4.25	0.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.6	40500	0.011	850000	6.75	0.6	0.6	850000	4.25	1.6	7	1.0125	0.068	0.6	0.425	1.1	0	5500	4800
3420	550000	0.12	8.8	6750	0.675	1.1	0	1.1	1065373000	36450000	620908	803528	4.8	0.55215	453.6678	0	0.5225	3.85	0.85	59.5	1.1	1.1	0.85	0	1350000	4.25	0.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.85	40500	0.011	850000	6.75	0.6	0.6	850000	4.25	1.6	7	1.0125	0.068	0.6	0.425	1.1	0	5500	4800
3421	550000	0.12	8.8	6750	0.675	1.1	0	1.1	1378718000	36450000	620908	803528	4.8	0.55215	453.6678	0	0.5225	3.85	0.85	59.5	1.1	1.1	0.85	0	1350000	4.25	0.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.85	40500	0.011	850000	6.75	0.6	0.6	850000	4.25	1.6	7	1.0125	0.068	0.6	0.425	1.1	0	5500	4800
3422	550000	0.12	8.8	6750	0.675	1.1	0	1.1	1378718000	36450000	620908	803528	4.8	0.55215	453.6678	0	0.5225	3.85	0.85	59.5	1.1	1.1	0.85	0	1350000	4.25	0.6	0.85	0.425	2.025	0	0.425	0.16	0.44	0.08	0.17	0.135	2160	6e+05	0.85	40500	0.011	850000	6.75	0.6	0.6	850000	4.25	1.6	7	1.0125	0.068	0.6	0.425	1.1	0	5500	4050
3423	8e+05	0.17	8.8	5500	0.55	1.6	0	1.35	1378718000	36450000	986148	620908	2.55	0.34765	831.7243	0	0.40375	3.85	0.85	77	0.85	0.85	1.35	0	1600000	6.75	0.6	1.6	0.55	2.4	0	0.675	0.085	0.54	0.0425	0.27	0.11	960	1100000	0.85	33000	0.0135	6e+05	4.25	0.6	1.35	1350000	5.5	0.6	9	0.825	0.088	0.6	0.425	0.6	0	6750	1800
3424	8e+05	0.17	8.8	5500	0.55	1.6	0	1.35	1378718000	36450000	986148	620908	2.55	0.34765	831.7243	0	0.40375	3.85	0.85	77	0.85	0.85	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.54	0.0425	0.27	0.11	960	1100000	0.85	33000	0.0135	6e+05	4.25	0.6	1.35	1350000	5.5	0.6	9	0.825	0.088	0.6	0.425	0.6	0	6750	1800
3425	8e+05	0.17	8.8	5500	0.55	1.6	0	1.35	1378718000	36450000	986148	620908	2.55	0.34765	831.7243	0	0.40375	3.85	0.85	77	0.85	0.85	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.0425	0.27	0.11	960	1100000	0.85	33000	0.0135	6e+05	4.25	0.6	1.35	1350000	5.5	0.6	9	0.825	0.088	0.6	0.425	0.6	0	6750	1800
3426	8e+05	0.17	8.8	5500	0.55	1.6	0	1.35	1378718000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	3.85	0.85	77	0.85	0.85	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.0425	0.27	0.11	960	1100000	0.85	33000	0.0135	6e+05	4.25	0.6	1.35	1350000	5.5	0.6	9	0.825	0.088	0.6	0.425	0.6	0	6750	1800
3427	8e+05	0.17	8.8	5500	0.55	1.6	0	1.35	1378718000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	3.85	0.85	77	0.85	0.85	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.0425	0.27	0.11	960	1100000	0.85	33000	0.0135	6e+05	4.25	0.6	1.35	1350000	5.5	0.6	9	0.825	0.088	0.6	0.425	0.6	0	6750	1800
3428	8e+05	0.17	8.8	5500	0.55	1.6	0	1.35	1378718000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	77	0.85	0.85	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.0425	0.27	0.11	960	1100000	0.85	33000	0.0135	6e+05	4.25	0.6	1.35	1350000	5.5	0.6	9	0.825	0.088	0.6	0.425	0.6	0	6750	1800
3429	8e+05	0.17	8.8	5500	0.55	1.6	0	1.35	1378718000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	77	0.6	0.85	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.0425	0.27	0.11	960	1100000	0.85	33000	0.0135	6e+05	4.25	0.6	1.35	1350000	5.5	0.6	9	0.825	0.088	0.6	0.425	0.6	0	6750	1800
3430	8e+05	0.22	8.8	5500	0.55	1.6	0	1.35	1378718000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	77	0.6	0.85	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.0425	0.27	0.11	960	1100000	0.85	33000	0.0135	6e+05	4.25	0.6	1.35	1350000	5.5	0.6	9	0.825	0.088	0.6	0.425	0.6	0	6750	1800
3431	8e+05	0.22	8.8	5500	0.55	1.6	0	1.35	1378718000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	77	0.6	0.85	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.0425	0.27	0.11	1360	1100000	0.85	33000	0.0135	6e+05	4.25	0.6	1.35	1350000	5.5	0.6	9	0.825	0.088	0.6	0.425	0.6	0	6750	1800
3432	8e+05	0.22	8.8	5500	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	77	0.6	0.85	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.0425	0.27	0.11	1360	1100000	0.85	33000	0.0135	6e+05	4.25	0.6	1.35	1350000	5.5	0.6	9	0.825	0.088	0.6	0.425	0.6	0	6750	1800
3433	8e+05	0.22	8.8	5500	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	77	0.6	1.1	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.0425	0.27	0.11	1360	1100000	0.85	33000	0.0135	6e+05	4.25	0.6	1.35	1350000	5.5	0.6	9	0.825	0.088	0.6	0.425	0.6	0	6750	1800
3434	8e+05	0.22	8.8	5500	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	77	0.6	1.1	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.0425	0.27	0.11	1360	1100000	0.85	33000	0.016	6e+05	4.25	0.6	1.35	1350000	5.5	0.6	9	0.825	0.088	0.6	0.425	0.6	0	6750	1800
3435	8e+05	0.22	8.8	5500	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	77	0.6	1.1	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.0425	0.27	0.11	1360	1100000	0.85	33000	0.016	6e+05	4.25	0.6	1.35	1350000	5.5	0.6	9	0.825	0.088	0.85	0.425	0.6	0	6750	1800
3436	8e+05	0.22	8.8	5500	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	77	0.6	1.1	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.0425	0.27	0.11	1360	1100000	0.85	33000	0.016	6e+05	4.25	0.6	1.35	1600000	5.5	0.6	9	0.825	0.088	0.85	0.425	0.6	0	6750	1800
3437	8e+05	0.22	8.8	5500	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	77	0.6	1.1	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.0425	0.27	0.11	1360	1100000	0.85	33000	0.016	6e+05	4.25	0.6	1.35	1600000	5.5	0.6	9	0.825	0.068	0.85	0.425	0.6	0	6750	1800
3438	8e+05	0.22	8.8	5500	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	77	0.6	1.1	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.0425	0.27	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	0.6	1.35	1600000	5.5	0.6	9	0.825	0.068	0.85	0.425	0.6	0	6750	1800
3439	8e+05	0.22	8.8	5500	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	77	0.6	1.1	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.055	0.27	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	0.6	1.35	1600000	5.5	0.6	9	0.825	0.068	0.85	0.425	0.6	0	6750	1800
3440	8e+05	0.22	8.8	4250	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	77	0.6	1.1	1.35	0	1600000	6.75	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.055	0.27	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	0.6	1.35	1600000	5.5	0.6	9	0.825	0.068	0.85	0.425	0.6	0	6750	1800
3441	8e+05	0.22	8.8	4250	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	77	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.055	0.27	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	0.6	1.35	1600000	5.5	0.6	9	0.825	0.068	0.85	0.425	0.6	0	6750	1800
3442	8e+05	0.22	8.8	4250	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.675	0.085	0.64	0.055	0.27	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	0.6	1.35	1600000	5.5	0.6	9	0.825	0.068	0.85	0.425	0.6	0	6750	1800
3443	8e+05	0.22	8.8	4250	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.8	0.085	0.64	0.055	0.27	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	0.6	1.35	1600000	5.5	0.6	9	0.825	0.068	0.85	0.425	0.6	0	6750	1800
3444	675000	0.22	8.8	4250	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.8	0.085	0.64	0.055	0.27	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	0.6	1.35	1600000	5.5	0.6	9	0.825	0.068	0.85	0.425	0.6	0	6750	1800
3445	675000	0.22	8.8	4250	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.8	0.085	0.64	0.055	0.32	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	0.6	1.35	1600000	5.5	0.6	9	0.825	0.068	0.85	0.425	0.6	0	6750	1800
3446	675000	0.22	8.8	4250	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.8	0.085	0.64	0.055	0.32	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	0.6	1.35	1600000	5.5	0.6	9	0.825	0.068	0.85	0.425	0.6	0	6750	2550
3447	675000	0.22	8.8	4250	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.8	0.085	0.64	0.055	0.32	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	0.6	1.35	1600000	5.5	0.6	9	0.6375	0.068	0.85	0.425	0.6	0	6750	2550
3448	675000	0.22	8.8	4250	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.8	0.085	0.64	0.055	0.32	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	0.6	1.35	1600000	5.5	0.6	9	0.6375	0.068	0.85	0.3	0.6	0	6750	2550
3449	675000	0.22	8.8	4250	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.8	0.06	0.64	0.055	0.32	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	0.6	1.35	1600000	5.5	0.6	9	0.6375	0.068	0.85	0.3	0.6	0	6750	2550
3450	675000	0.22	8.8	4250	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.8	0.06	0.64	0.055	0.32	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	1.6	1.35	1600000	5.5	0.6	9	0.6375	0.068	0.85	0.3	0.6	0	6750	2550
3451	675000	0.22	8.8	4250	0.55	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.8	0.06	0.64	0.055	0.32	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	1.6	1.35	1600000	5.5	1.6	9	0.6375	0.068	0.85	0.3	0.6	0	6750	2550
3452	675000	0.22	8.8	4250	0.675	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.8	0.06	0.64	0.055	0.32	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	1.6	1.35	1600000	5.5	1.6	9	0.6375	0.068	0.85	0.3	0.6	0	6750	2550
3453	675000	0.22	10.8	4250	0.675	1.6	0	1.35	1692063000	36450000	986148	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.8	0.06	0.64	0.055	0.32	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	1.6	1.35	1600000	5.5	1.6	9	0.6375	0.068	0.85	0.3	0.6	0	6750	2550
3454	675000	0.22	10.8	4250	0.675	1.6	0	1.35	1692063000	36450000	803528	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.8	0.06	0.64	0.055	0.32	0.11	1360	1100000	0.85	33000	0.016	6e+05	3	1.6	1.35	1600000	5.5	1.6	9	0.6375	0.068	0.85	0.3	0.6	0	6750	2550
3455	675000	0.22	10.8	4250	0.675	1.6	0	1.35	1692063000	36450000	803528	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.8	0.06	0.64	0.055	0.32	0.11	1360	1100000	1.1	33000	0.016	6e+05	3	1.6	1.35	1600000	5.5	1.6	9	0.6375	0.068	0.85	0.3	0.6	0	6750	2550
3456	675000	0.22	10.8	4250	0.675	1.35	0	1.35	1692063000	36450000	803528	620908	2.55	0.4499	831.7243	0	0.40375	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.8	0.06	0.64	0.055	0.32	0.11	1360	1100000	1.1	33000	0.016	6e+05	3	1.6	1.35	1600000	5.5	1.6	9	0.6375	0.068	0.85	0.3	0.6	0	6750	2550
3457	675000	0.22	10.8	4250	0.675	1.35	0	1.35	1692063000	36450000	803528	620908	2.55	0.4499	831.7243	0	0.5225	2.975	0.85	59.5	0.6	1.1	1.35	0	1600000	5.5	0.6	1.6	0.425	2.4	0	0.8	0.06	0.64	0.055	0.32	0.11	1360	1100000	1.1	33000	0.016	6e+05	3	1.6	1.35	1600000	5.5	1.6	9	0.6375	0.068	0.85	0.3	0.6	0	6750	2550
